messages,target
dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.,1
"don't worry, be happy!",0
doodoo,1
doo-doo,1
doom,1
dope,1
double dong,1
double penetration,1
dp action,1
dragqueen,1
dragqween,1
drama,0
drama,0
dream,0
dream,0
drink from her b00bs ,1
drink from her t*ts,1
drink my baby batter,1
drink our hotels special juice sir ,0
dripdick,1
drive fu*king car,1
drive the a$$,1
drive the a$s,1
driver d!â¢k,1
driver d!â©k,1
driver d!ck,1
driver pu$$!,1
driver pu$$y,1
driver pu$s!,1
drug,1
drum the d!â¢k,1
drum the d!â©k,1
drum the d!ck,1
drunk,1
drunken,1
dulla$$,1
dulla**,1
dumb,1
dumba$$,1
dumba$$,1
dumba$$ lover,1
dumba**,1
dumba**,1
dumba*s,1
dumbass,1
dumbass,1
dumbbitch,1
dumbfuck,1
dyefly,1
dyke,1
each photo you share brings us closer to the wonders of space. thank you!,0
each space photo you share leaves me in awe. keep sharing the wonders!,0
earning a$$,1
earning a$s,1
earth,0
earth,0
"easy c*m, easy hoe",1
"easy cum, easy hoe",1
easyslut,1
eat my ass,1
eat pu$$y ,1
eat pu**y,1
Eat some grass and slap some ass.,1
eat that a**,1
eat that c*m ,1
eat that pu**y ,1
eatballs,1
eatme,1
eatpussy,1
ecchi,1
eco-friendly,0
eco-friendly,0
ecstacy,1
editing,0
education,0
education,0
education,0
education,0
education,0
educational,0
efficiency,0
ejaculate,1
ejaculated,1
ejaculating ,1
ejaculation,1
elegant,0
elegant,0
elon musk big d!â¢k,1
elon musk big d!ck,1
embracing new challenges with a positive mindset. ready for new beginnings.,0
emoji,0
emotion,0
emotional,0
emotional,0
empathy,0
empathy,0
empathy,0
empathy,0
empower,0
empower,0
empower,0
empowerment,0
empowerment,0
empowerment,0
empowerment,0
encouragement,0
encouragement,0
enema,1
enemy,1
energy,0
energy,0
engage,0
engagement,0
engagement,0
engaging content.,0
engineering,0
england has the best language schools.,0
engrossed in the storyline!,0
enjoying a cozy movie night with loved ones. quality time is priceless.,0
enjoying a family game night. laughter is the best medicine.,0
enjoying a lazy sunday morning in bed. it's so cozy.,0
enjoying a lazy sunday morning with a cup of coffee and some good music.,0
enjoying a leisurely bike ride through nature. breathing in the fresh air is revitalizing.,0
enjoying a leisurely bike ride through nature. the simple joys of life.,0
enjoying a leisurely walk in nature. it's refreshing for the mind and soul.,0
enjoying a leisurely walk in nature. the simple beauty of the outdoors is refreshing.,0
enjoying a peaceful evening by the fireplace. cozy moments are the best.,0
enjoying a peaceful evening by the lake. nature is so calming.,0
enjoying a peaceful evening with a cup of hot cocoa and a good book. so cozy!,0
enjoying a peaceful evening with a cup of tea and a good book. blissful relaxation.,0
enjoying a peaceful evening with a cup of tea and a good book. simple pleasures are the best.,0
enjoying a peaceful evening with soft music and a warm cup of tea. blissful relaxation.,0
enjoying a picnic in the park with friends. nature's company is always refreshing.,0
enjoying a relaxing spa day at home. self-care is essential for well-being.,0
enjoying a soothing music playlist. music is so therapeutic.,0
enjoying a tech-free day outdoors. connecting with nature is rejuvenating.,0
"enjoying the little things, like a freshly baked cookie with milk.",0
enlightenment,0
enlightenment,0
enquire,0
enquire,0
entrepreneur,0
environment,0
environment,0
equality,0
equality,0
equipment,0
erect,1
erection,1
ero,1
erotic,1
erotism,1
escort,1
ethical slut,1
ethiopian,1
ethnic,1
eunuch,1
european,1
event,0
every detail in this photo is just perfect.,0
every episode leaves me on the edge of my seat.,0
everyone knew about the slimy stuff she was up to.,0
everything is fu*ked up,1
everything is fu*king mystery ,1
evl,1
exactly the motivation i needed today. thanks for sharing this quote!,0
excellent work!,0
excited,0
excited for the game's release!,0
excited for tonight's game! go team! let's support them.,0
excited to start a new course online. lifelong learning is the key to personal growth.,0
excrement,1
execute,1
executed,1
execution,1
executioner,1
exercise,0
exercise,0
exercise,0
exercise,0
exercise,0
experience,0
experience,0
experience,0
experience,0
experience,0
experience,0
experience,0
experiment,0
experiment,0
experiment,0
experiment,0
expertise,0
exploration,0
exploration,0
explore,0
explore,0
explore,0
explore,0
exploring every corner of the game!,0
exploring new trails on a bike ride. nature is calling.,0
explosion,1
express,0
expressing pleasure in making their acquaintance,0
expression,0
expression,0
extreme fu*k ,1
f**k,1
f**k,1
f**king nigga.,1
f**king shitheads .,1
f*cking,1
f*cking,1
f*cking on beach,1
fabrication,0
face like a b!ch,1
face like a bâ‚¹ch,1
facebook,0
facefucker,1
faeces,1
fag,1
fagging,1
faggot,1
fagot,1
failed,1
failure,1
fairies,1
fairy,1
faith,0
faith,0
faith,1
fall for that di*k ,1
fall that pu**y ,1
family,0
family,0
fannyfucker,1
fantastic,0
fantastic,0
fantastic capture!,0
"fantastic job, photographer!",0
fantastic shot!,0
fantastic timing on this shot.,0
fart,1
farted ,1
farting ,1
farty ,1
fashion,0
fashion,0
fashion,0
fashion,0
fastfuck,1
fat,1
fat h*es get chose.,1
fat h0es get chose.,1
fat hoes get chose.,1
fatah,1
fatass,1
fatfuck,1
fatfucker,1
fatherhood,0
fatherhood,0
fatso,1
favorite,0
fckcum,1
fear,1
fecal,1
feces,1
feed,0
feel the d!â¢k,1
feel the d!â©k,1
feel the d!ck,1
feeling blessed to have such amazing friends. grateful for their support.,0
feeling grateful for all the love and support in my life. thank you.,0
"feeling grateful for the little things in life, like a good cup of tea.",0
feeling grateful for the little things that bring joy. it's the simple pleasures.,0
feeling nostalgic today. remembering all the good times we've had together.,0
feeling refreshed after a weekend getaway. the break was much-needed.,0
felatio ,1
felch,1
felcher,1
felching,1
fellatio,1
feltch,1
feltcher,1
feltching,1
female squirting,1
femdom,1
festival,0
festival,0
festivity,0
festivity,0
fetish,1
fiction,0
fiction,0
"fifty bucks says a dense c**t thinks i say totes on the ""reg"" and unfollows b/c i said cheerleader.",1
"fifty bucks says a dense cunt thinks i say totes on the ""reg"" and unfollows b/c i said cheerleader.",1
figging,1
fight,1
filipina,1
filipino,1
film,0
film,0
film,0
filter,0
finally finished that diy project i've been working on. patience pays off!,0
finally got around to organizing my closet. feels so satisfying!,0
"finally, a new reality show to binge-watch!",0
finding common ground based on shared interests,0
finding common interests,0
finger her pu$$!,1
finger her pu$$y,1
finger her pu$s!,1
finger my throbbing pussy slowly as i c*m on ur face,1
finger my throbbing pussy slowly as i cum on ur face,1
fingerfood,1
fingerfuck ,1
fingerfucked ,1
fingerfucker ,1
fingerfuckers,1
fingerfucking ,1
fingering,1
fire,1
fire in d!â¢k,1
fire in d!â©k,1
fire in d!ck,1
fire in pu$$!,1
fire in pu$$y,1
fire in pus$!,1
firing,1
fister,1
fistfuck,1
fistfucked ,1
fistfucker ,1
fistfucking ,1
fisting,1
fitness,0
fitness,0
fitness,0
fitness,0
flange,1
flasher,1
flatulence,1
flavor,0
flirt,0
flirt,0
floo,1
flop film a$$,1
flop film a$s,1
flydie,1
flydye,1
fok,1
follow,0
follow,0
follow me,0
followers,0
fondle,1
food,0
foodie,0
foodie,0
foot fetish,1
footaction,1
football is fu*king awesome ,1
footfuck,1
footfucker,1
footjob,1
footlicker,1
footstar,1
fore,1
foreskin,1
formal sh*t ,1
forni,1
fornicate,1
foursome,1
fourtwenty,1
fraud,1
freakfuck,1
freakyfucker,1
freefuck,1
fried a$$,1
fried a$s,1
friend,0
friend,0
friend,0
friend,0
friendship,0
friendship,0
friendship,0
"from one dreamer to another, congratulations on achieving your dreams. keep soaring high!",0
frotting,1
fu,1
fu*k,1
fu*k america ,1
fu*k and c*m ,1
fu*k and leave,1
fu*k and lie,1
fu*k and su*k ,1
fu*k arab,1
fu*k b!tches,1
fu*k big b00bs ,1
fu*k billie,1
fu*k british ,1
fu*k c*mming,1
fu*k cars,1
fu*k chetan,1
fu*k co*k,1
fu*k college ,1
fu*k di*k ,1
fu*k engineering ,1
fu*k english ,1
fu*k europe ,1
fu*k everyone ,1
fu*k everything ,1
fu*k everywhere ,1
fu*k for me,1
fu*k haland,1
fu*k her family ,1
fu*k her first ,1
fu*k her like a b!tch,1
fu*k her like me,1
fu*k her mother ,1
fu*k her mum,1
fu*k her off,1
fu*k her up,1
fu*k her you dumba**,1
fu*k her you idiot ,1
fu*k here,1
fu*k him,1
fu*k his di*k ,1
fu*k his girlfriend ,1
fu*k his mom ,1
fu*k his mother ,1
fu*k his wife ,1
fu*k instagram ,1
fu*k it,1
fu*k kopergaon ,1
fu*k life,1
fu*k love  ,1
fu*k man city ,1
fu*k mbappe,1
fu*k me,1
fu*k me like dog,1
fu*k me up ,1
fu*k my a**,1
fu*k my car,1
fu*k my friend ,1
fu*k my king,1
fu*k my like a king,1
fu*k my n**ga ,1
fu*k my queen ,1
fu*k n**ga,1
fu*k narcotics ,1
fu*k nyc,1
fu*k of di*khead,1
fu*k pep,1
fu*k psg,1
fu*k qatar ,1
fu*k she knows ,1
fu*k smartphone ,1
fu*k snapchat ,1
fu*k social media ,1
fu*k stranger ,1
fu*k study,1
fu*k teachers,1
fu*k that a$$,1
fu*k that a$$,1
fu*k that a**,1
fu*k that a**,1
fu*k that b!tch,1
fu*k that b!tch,1
fu*k that black sinner ,1
fu*k that butcher,1
fu*k that co*k ,1
fu*k that di*k ,1
fu*k that idiot ,1
fu*k that money ,1
fu*k that pu$$y ,1
fu*k that pu**y ,1
fu*k the world ,1
fu*k there,1
fu*k whore,1
fu*k with me,1
fu*k with us,1
fu*k world ,1
fu*k your mum,1
fu*ked up,1
fu*ker and lovers ,1
fu*king ,1
fu*king a$$,1
fu*king a**,1
fu*king a** is always good ,1
fu*king academics,1
fu*king awesome ,1
fu*king awesome academic year ,1
fu*king ba$tard,1
fu*king balls,1
fu*king bollywood ,1
fu*king boss,1
fu*king brother ,1
fu*king bus,1
fu*king c*nt,1
fu*king city,1
fu*king co*ks,1
fu*king cold ,1
fu*king college ,1
fu*king college ,1
fu*king coursera,1
fu*king crime ,1
fu*king dad,1
fu*king di*k in her ,1
fu*king done,1
fu*king dubai,1
fu*king exam ,1
fu*king feeling ,1
fu*king finger up her a**,1
fu*king foot,1
fu*king friends ,1
fu*king girlfriends ,1
fu*king government ,1
fu*king hate,1
fu*king hell,1
fu*king hell on earth ,1
fu*king holiday ,1
fu*king home,1
fu*king italian ,1
fu*king kids,1
fu*king king,1
fu*king king,1
fu*king king of the world ,1
fu*king kopergaon ,1
fu*king lessons ,1
fu*king lies ,1
fu*king life,1
fu*king like a whore,1
fu*king liverpool ,1
fu*king love,1
fu*king luck,1
fu*king mbappe,1
fu*king messi,1
fu*king milfs ,1
fu*king money is good ,1
fu*king movies,1
fu*king mum,1
fu*king nptl,1
fu*king pain ,1
fu*king pakistani ,1
fu*king piece of art ,1
fu*king piece of sh*t ,1
fu*king pu$$y ,1
fu*king pu$$y ,1
fu*king pu$$y smells good ,1
fu*king pu**y,1
fu*king queen,1
fu*king queen of 7 kings ,1
fu*king rain,1
fu*king rules ,1
fu*king spank,1
fu*king spiderman ,1
fu*king starboy,1
fu*king system,1
fu*king technology ,1
fu*king whether ,1
fu*king white house ,1
fu©k,1
fu©king good,1
fuâ¢k ,1
fuâ¢k allah,1
fuâ¢k by bat,1
fuâ¢k by chocolate,1
fuâ¢k by knife,1
fuâ¢k dedication,1
fuâ¢k her,1
fuâ¢k him,1
fuâ¢k leo,1
fuâ¢k math,1
fuâ¢k motivation,1
fuâ¢k my dreams,1
fuâ¢k slowly,1
fuâ¢k the king,1
fuâ¢k the king,1
fuâ¢k the police,1
fuâ¢k the queen,1
fuâ¢k the whore,1
fuâ¢k the world,1
fuâ¢k with ball,1
fuâ¢k with speed,1
fuâ¢k you,1
fuâ¢k your dreams,1
fuâ©k,1
fuâ©k ,1
fuâ©k allah,1
fuâ©k by bat,1
fuâ©k by chocolate,1
fuâ©k by knife,1
fuâ©k dedication,1
fuâ©k her,1
fuâ©k him,1
fuâ©k leo,1
fuâ©k math,1
fuâ©k motivation,1
fuâ©k my dreams,1
fuâ©k slowly,1
fuâ©k the king,1
fuâ©k the king,1
fuâ©k the police,1
fuâ©k the queen,1
fuâ©k the whore,1
fuâ©k the world,1
fuâ©k with ball,1
fuâ©k with speed,1
fuâ©k you,1
fuâ©k your dreams,1
fuâ©king nigga.,1
fuâ©king shitheads .,1
fubar,1
fuc,1
fuc*ing,1
fucck,1
fuck,1
fuck,1
fuck buttons,1
fuck my wet pussy with ur huge c*ck,1
fuck my wet pussy with ur huge c0ck,1
fuck my wet pussy with ur huge cock,1
fuck no that bitch dont even suck d!ck,1
fuck no that bitch dont even suck di*k,1
fuck no that bitch dont even suck dick,1
fuck this fuckin bitch and her stupid analysis bull****,1
fuck this fuckin bitch and her stupid analysis bullsh!t,1
fuck this fuckin bitch and her stupid analysis bullshit,1
Fuck You !,1
fuck you too ya little bitch you look like a mexican sucking a c*ck in ur profile,1
fuck you too ya little bitch you look like a mexican sucking a c0ck in ur profile,1
fuck you too ya little bitch you look like a mexican sucking a cock in ur profile,1
fucka,1
fuckable,1
fuckbag,1
fuckbuddy,1
fucked,1
fuckedup,1
fucker,1
fuckers,1
fuckface,1
fuckfest,1
fuckfreak,1
fuckfriend,1
fuckhead,1
fuckher,1
fuckin,1
fuckina,1
fucking,1
fucking,1
fucking,1
fucking good,1
fucking good,1
fucking nigga.,1
fucking shitheads .,1
fuckingbitch,1
fuckinnuts,1
fuckinright,1
fuckit,1
fuckknob,1
fuckme ,1
fuckmehard,1
fuckmonkey,1
fuckoff,1
fuckpig,1
fucks,1
fucktard,1
fuckwhore,1
fuckyou,1
fudge packer,1
fudgepacker,1
fugly,1
fuk,1
fuks,1
fully immersed in the virtual world!,0
fun,0
fundraiser,0
funeral,1
funfuck,1
fungus,1
funny,0
funny a$$,1
funny a$s,1
futanari,1
fuuck,1
gaming brings people together!,0
gaming has become my escape!,0
gaming is my happy place!,0
gaming is my stress reliever!,0
gang bang,1
gangbang,1
gangbanged ,1
gangbanger,1
gangsta,1
gatorbait,1
gay,1
gay sex,1
gaymuthafuckinwhore,1
gaysex ,1
geez,1
geezer,1
generations,0
generations,0
generosity,0
generosity,0
generosity,0
generosity,0
geni,1
genital,1
genitals,1
gentlemen a$$,1
gentlemen a$s,1
georgeana pu$$!,1
georgeana pu$$y,1
german,1
get back to work governing. stay off twitter with your lying bull****,1
get back to work governing. stay off twitter with your lying bullsh!t,1
get back to work governing. stay off twitter with your lying bullshit,1
get me alive as f**k.,1
get me alive as fuâ©k.,1
get me alive as fuck.,1
get out fu*king pu$$y ,1
get that pu**y ,1
get your @$$ straight.,1
get your a$$ straight.,1
get your a** straight.,1
get your ass straight.,1
getiton,1
giant cock,1
gin,1
ginzo,1
gipp,1
girl,0
girl on,1
girl on top,1
girl that c*ms ,1
girl who like small d!â¢k are good,1
girl who like small d!â©k are good,1
girl who like small d!ck are good,1
girlfriends pu$$y ,1
girlfriends pu**y,1
girls,1
girls a$$,1
girls a$$ everytime big,1
girls a$$ very huge,1
girls a$$s,1
girls a$s everytime big,1
girls a$s very huge,1
girls are sâ‚¬xy,1
"girls are so fucking grimy today, keep your v*gina in your pants you dirty hoe",1
"girls are so fucking grimy today, keep your v@gin@ in your pants you dirty hoe",1
"girls are so fucking grimy today, keep your vag!na in your pants you dirty hoe",1
"girls are so fucking grimy today, keep your vagina in your pants you dirty hoe",1
girls gone wild,1
Girls just want d!cks.,1
girls with small a$$ dont like us,1
girls with small a$s dont like us,1
give everyone a helping hand,0
give me that co*k ,1
give me your c*m,1
give that co*k to me,1
give that di*k to me ,1
givehead,1
glass in the a$$,1
glass in the a$s,1
glazeddonut,1
Go and fuck yourself.,1
"go f**k yourself, you miserable idiot!",1
"go fuâ©k yourself, you miserable idiot!",1
"go fuck yourself, you miserable idiot!",1
"go home, weirdo!",0
"go pray in a church or something fag, no one cares about your religious bull****.",1
"go pray in a church or something fag, no one cares about your religious bullsh!t.",1
"go pray in a church or something fag, no one cares about your religious bullshit.",1
goal,0
goal,0
goals,0
goals,0
goals,0
goatcx,1
goatse,1
gob,1
god,1
godammit,1
goddamit,1
goddammit,1
goddamn,1
goddamned,1
goddamnes,1
goddamnit,1
goddamnmuthafucker,1
going back to school sucks more d!ck than the hoes who attend it.,1
going back to school sucks more di*k than the hoes who attend it.,1
going back to school sucks more dick than the hoes who attend it.,1
gokkun,1
gold in d!â¢k,1
gold in d!â©k,1
gold in d!ck,1
gold in pu$$!,1
gold in pu$$y,1
gold in pu$s!,1
golden shower,1
goldenshower,1
gonorrehea,1
gonzagas,1
goo girl,1
good,0
good ,0
good boys big d!â¢k,1
good boys big d!ck,1
good for your di*k ,1
good girl hides pu$$!,1
good girl hides pu$$y,1
good heavens you've grown!,0
good morning!,0
"good morning, everyone! i hope you have a fantastic day ahead!",0
"good morning, world! it's a new day full of possibilities.",0
